Gorod_PP_sokr;Город_ПП;ID;Год_Поступления;КодФакультета;Город_УЗ;Тип_УЗ;Пол;Основания;Изучаемый_Язык;Страна_ПП;Регион_ПП;Общежитие;Страна_Родители;Село;Иностранец;ЕГЭ;Общий балл;Тип паузы после УЗ;Месяц рождения;Наличие_Матери;Наличие_Отца;Статус;Код_группы;God_GR;Vozrast_to_VUS;Количество поступавших из города
Барнаул;Барнаул;71981;2015;26.0;Барнаул;медицинское училище;Жен;СН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;54;поступил сразу;10;0;0.0;4;18319;1992;22.75;6861
Барнаул;Барнаул;75510;2016;31.0;Барнаул;ФГБОУ ВО;Жен;ОО;Немецкий язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;81;свыше 10 лет;08;1;1.0;3;18645;1975;40.9166666666667;6861
Барнаул;Барнаул;70271;2015;25.0;Барнаул;ФГБОУ ВО;Жен;ОО;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;83;поступил сразу;03;0;0.0;4;17279;1994;21.3333333333333;6861
Родино;Родино;55202;2013;24.0;Барнаул;ФГБОУ ВО;Жен;ОО;Английский язык;Россия;Алтайский край;0;Россия;1.0;0.0;1;92;поступил сразу;07;0;0.0;3;13125;1992;20.9166666666667;24
Барнаул;Барнаул;66708;2014;26.0;Барнаул;средняя школа;Жен;БН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;63;поступил сразу;09;0;0.0;4;19400;1996;17.8333333333333;6861
Барнаул;Барнаул;76798;2016;31.0;Барнаул;средняя школа;Жен;БН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;68;поступил сразу;08;1;1.0;4;20697;1998;17.9166666666667;6861
Барнаул;Барнаул;50288;2013;40.0;Барнаул;ФГБОУ ВПО;Жен;СН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;43;поступил сразу;12;0;0.0;3;15074;1989;23.5;6861
Барнаул;Барнаул;83867;2017;34.0;Барнаул;Колледж;Муж;ОО;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;59;один год;03;1;1.0;3;19967;1996;21.3333333333333;6861
Усть;Усть;50369;2012;34.0;Барнаул;Лицей;Муж;ДН;Немецкий язык;Казахстан;Казахстан;0;Россия;0.0;1.0;1;43;три года;12;1;1.0;4;20629;1979;32.5833333333333;156
Барнаул;Барнаул;84319;2017;25.0;Санкт-Петербург;ФГБОУ ВО;Муж;ДН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;48;поступил сразу;01;1;1.0;3;19026;1998;19.5;6861
Барнаул;Барнаул;82390;2017;41.0;Барнаул;средняя школа;Муж;ДН;Немецкий язык;Россия;Алтайский край;0;Россия;0.0;0.0;0;54.225;поступил сразу;03;1;1.0;4;20089;1999;18.3333333333333;6861
Барнаул;Барнаул;82393;2017;41.0;Барнаул;средняя школа;Жен;ДН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;0;58.995;поступил сразу;10;1;1.0;4;20089;1999;17.6666666666667;6861
Славгород;Славгород;58869;2012;25.0;Славгород;средняя школа;Жен;СН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;46;поступил сразу;03;1;1.0;4;17571;1995;17.3333333333333;129
Барнаул;Барнаул;76634;2016;24.0;Барнаул;средняя школа;Муж;ДН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;53;поступил сразу;12;1;1.0;4;20765;1998;17.5833333333333;6861
Барнаул;Барнаул;55462;2013;26.0;Барнаул;средняя школа;Муж;СН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;63;поступил сразу;06;0;0.0;4;17115;1995;18.0833333333333;6861
Павлодар;Павлодар;69813;2015;51.0;Казахстан;Колледж;Жен;ДН;Английский язык;Казахстан;Павлодарская обл;1;Казахстан;0.0;1.0;1;47;поступил сразу;07;0;0.0;4;20663;1997;18;46
Барнаул;Барнаул;72160;2015;24.0;Барнаул;средняя школа;Жен;СН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;74;поступил сразу;03;0;0.0;3;15730;1997;18.25;6861
Барнаул;Барнаул;54497;2012;25.0;Барнаул;ФГБОУ ВО;Муж;БН;нет данных;Россия;Алтайский край;0;Россия;0.0;0.0;1;33;поступил сразу;12;1;1.0;3;11804;1989;22.5833333333333;6861
Залесово;Залесово;70501;2015;31.0;Барнаул;ФГБОУ ВО;Жен;ОО;Английский язык;Россия;Алтайский край;0;Россия;1.0;0.0;1;88;поступил сразу;03;0;0.0;3;17375;1994;21.3333333333333;29
Барнаул;Барнаул;67252;2014;31.0;Барнаул;средняя школа;Жен;БН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;60;поступил сразу;06;0;0.0;4;20302;1996;18.0833333333333;6861
малое поселение;Новопокровка;58337;2013;48.0;Новосибирск;ФГБОУ ВО;Жен;ОО;Английский язык;Россия;Новосибирская обл;0;Россия;1.0;0.0;0;64.5;поступил сразу;07;0;0.0;3;12650;1992;21;5
Сибирский;Сибирский;82616;2017;31.0;Барнаул;ФГБОУ ВПО;Жен;БН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;70;от 5 до 10 лет;07;1;1.0;4;19814;1985;32;73
Барнаул;Барнаул;71997;2015;34.0;Бийск;средняя школа;Жен;БН;Английский язык;Россия;Алтайский край;1;Россия;0.0;0.0;1;67;поступил сразу;02;0;0.0;4;19450;1997;18.4166666666667;6861
Барнаул;Барнаул;74692;2016;51.0;Барнаул;средняя школа;Жен;ДН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;65;поступил сразу;03;1;1.0;4;20661;1998;18.3333333333333;6861
Барнаул;Барнаул;50954;2013;40.0;Барнаул;ФГБОУ ВО;Жен;ОО;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;97;поступил сразу;12;0;0.0;3;14164;1990;22.5;6861
Барнаул;Барнаул;47877;2012;34.0;Барнаул;средняя школа;Муж;СН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;71;поступил сразу;01;1;1.0;4;14953;1994;18.5;6861
Барнаул;Барнаул;81027;2017;27.0;Барнаул;средняя школа;Муж;ОО;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;78;поступил сразу;09;1;1.0;3;20802;1999;17.8333333333333;6861
Ларичиха;Ларичиха;81883;2017;41.0;Алтайский Край;средняя школа;Муж;СН;Немецкий язык;Россия;Алтайский край;0;Россия;0.0;0.0;0;52.5;поступил сразу;01;1;1.0;3;19276;2001;16.5;8
Барнаул;Барнаул;49411;2013;25.0;Алтайский Край;средняя школа;Муж;СН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;55;поступил сразу;08;0;0.0;3;20630;1995;17.9166666666667;6861
Онгудай;Онгудай;82189;2017;41.0;Алтайский Край;средняя школа;Муж;СН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;0;50.355;поступил сразу;03;1;1.0;3;21239;1999;18.3333333333333;17
Новоалтайск;Новоалтайск;73106;2015;41.0;Новоалтайск;средняя школа;Жен;СН;Немецкий язык;Россия;Алтайский край;0;Россия;0.0;0.0;0;63.525;от 5 до 10 лет;09;0;0.0;3;17423;1990;24.8333333333333;398
Новоалтайск;Новоалтайск;71574;2015;26.0;Новоалтайск;средняя школа;Муж;ОО;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;75;поступил сразу;05;0;0.0;4;19433;1997;18.0833333333333;398
Барнаул;Барнаул;87158;2018;51.0;Барнаул;ФГБОУ ВО;Жен;ОО;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;95;поступил сразу;05;1;1.0;3;21063;1996;22.1666666666667;6861
Барнаул;Барнаул;66222;2014;25.0;Барнаул;ФГБОУ ВО;Жен;СН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;59;поступил сразу;07;0;0.0;4;17028;1995;19;6861
Барнаул;Барнаул;48185;2012;41.0;Барнаул;средняя школа;Жен;ОО;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;78;поступил сразу;01;1;1.0;4;15106;1997;15.5;6861
Зудилово;Зудилово;118312;2020;40.0;Барнаул;ФГБОУ ВО;Жен;СН;Английский язык;Россия;Алтайский край;0;Россия;1.0;0.0;1;82;один год;03;0;0.0;3;22577;1971;49.3333333333333;20
Барнаул;Барнаул;75151;2016;34.0;Барнаул;ФГБОУ ВО;Жен;ОО;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;77;поступил сразу;04;1;1.0;4;18598;1995;21.25;6861
Барнаул;Барнаул;70335;2015;25.0;Барнаул;ФГБОУ ВО;Жен;ОО;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;58;поступил сразу;03;0;0.0;4;17281;1993;22.25;6861
Барнаул;Барнаул;52136;2013;41.0;Барнаул;средняя школа;Жен;СН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;39;один год;05;0;0.0;3;17069;1997;16.1666666666667;6861
Барнаул;Барнаул;49651;2013;25.0;Барнаул;средняя школа;Муж;СН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;44;поступил сразу;02;0;0.0;4;16856;1996;17.4166666666667;6861
Бийск;Бийск;72613;2015;48.0;Бийск;средняя школа;Жен;БН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;0;65.625;один год;08;0;0.0;3;16047;1995;19.9166666666667;540
малое поселение;Якутск;90751;2019;41.0;иное;средняя школа;Жен;СН;Английский язык;Россия;Республика Саха /Якутия/;1;Россия;0.0;0.0;0;55.83;поступил сразу;09;0;0.0;-1;22312;2001;17.8333333333333;2
Рубцовск;Рубцовск;65089;2014;27.0;Алтайский Край;средняя школа;Муж;ОО;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;70;поступил сразу;09;0;0.0;4;18150;1996;17.75;190
Бийск;Бийск;77751;2016;26.0;Бийск;ФГБОУ ВПО;Жен;ДН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;49;два года;01;1;1.0;4;19611;1993;23.5;540
Барнаул;Барнаул;72346;2015;34.0;Бийск;техникум;Жен;БН;Английский язык;Россия;Алтайский край;0;Россия;1.0;0.0;1;61;от 5 до 10 лет;04;0;0.0;4;20623;1985;30.1666666666667;6861
